,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
396,55860,Rajdhani Express,14,3,7,Thu,Bikaner,JDP,UDP,Daily,2,41,10073,432,20,29,1,18,69,7,6,2019
397,82828,Kota SGNR SF SPL,17,3,9,Wed,Bikaner,KOTA,BKN,Daily,3,17,10457,432,22,29,1,11,72,27,10,2021
398,92061,LEELAN SF Express,16,1,9,Thu,Bikaner,KOTA,JDP,Daily,3,26,22555,432,23,22,3,7,73,25,7,2022
399,20604,Kota SGNR SF SPL,25,2,8,Fri,Bikaner,DLI,JDP,Daily,4,19,25329,432,25,33,3,16,72,2,4,2021
400,14174,BKN SF Express,14,2,5,Tue,Bikaner,BKN,KOTA,Daily,3,24,21446,432,22,25,3,11,72,17,10,2020
401,79534,Garbi Rath,14,2,5,Sat,Bikaner,KOTA,UDP,Weekly,3,20,14441,432,25,32,4,19,72,9,10,2020
402,27205,Suratgarh Express,26,2,9,Mon,Bikaner,KOTA,JSM,Twice in week,3,32,17466,432,32,27,4,14,68,30,10,2020
403,82190,Garbi Rath,18,2,5,Sun,Bikaner,JDP,KOTA,Daily,2,22,12041,432,21,34,2,13,66,5,4,2020
404,44143,Double Decker,23,1,7,Sun,Bikaner,JSM,KOTA,Weekly,2,9,20554,432,31,32,3,17,65,24,11,2019
405,58696,Double Decker,20,3,8,Sat,Bikaner,DLI,KOTA,Weekly,3,28,13136,432,26,20,4,10,66,22,1,2021
406,64400,Shatabdi Express,25,1,6,Wed,Bikaner,UDP,UDP,Daily,1,28,11749,432,29,30,1,10,65,19,3,2022
407,24962,Shatabdi Express,14,3,7,Wed,Bikaner,BKN,DLI,Weekly,2,8,11523,432,33,23,4,22,65,12,6,2021
408,59574,Garbi Rath,19,1,9,Mon,Bikaner,UDP,Jpr,Daily,2,34,25105,432,28,32,3,9,72,17,5,2019
409,30629,Rajdhani Express,19,2,9,Wed,Bikaner,UDP,BKN,Twice in week,4,29,17535,432,29,32,2,5,66,8,1,2022
410,15462,Double Decker,29,3,7,Mon,Bikaner,KOTA,UDP,Daily,2,28,18969,432,23,26,3,15,74,1,2,2022
411,20187,Rajdhani Express,22,2,8,Fri,Bikaner,Jpr,UDP,Weekly,1,15,14564,432,21,21,3,8,74,30,2,2022
412,69153,Double Decker,14,3,6,Thu,Bikaner,UDP,KOTA,Twice in week,1,19,19176,432,20,20,1,15,73,23,4,2022
413,59807,BKN SF Express,28,3,6,Tue,Bikaner,KOTA,JDP,Weekly,3,7,20322,432,24,26,1,9,65,12,3,2021
414,88659,Shatabdi Express,14,2,9,Sun,Bikaner,Jpr,JSM,Daily,2,29,20640,432,24,23,3,18,68,8,3,2019
415,82341,LEELAN SF Express,23,2,5,Mon,Bikaner,BKN,JDP,Twice in week,2,4,19993,432,22,25,1,11,74,24,11,2020
416,20277,Suratgarh Express,25,1,6,Wed,Bikaner,BKN,BKN,Twice in week,2,41,26972,432,27,28,1,15,67,3,8,2020
417,84717,Suratgarh Express,18,1,9,Tue,Bikaner,DLI,KOTA,Daily,2,23,13754,432,23,26,1,19,66,23,3,2019
418,62000,BKN SF Express,11,3,9,Sun,Bikaner,KOTA,JSM,Twice in week,4,15,25579,432,31,28,3,15,73,8,6,2019
419,46179,Shatabdi Express,14,3,5,Tue,Bikaner,KOTA,DLI,Weekly,3,14,27355,432,20,21,2,6,73,15,8,2022
420,52474,Vande Bharat Express,20,3,8,Wed,Bikaner,KOTA,JDP,Weekly,2,16,24655,432,24,25,1,23,70,2,4,2019
421,48419,Kota SGNR SF SPL,22,3,8,Sun,Bikaner,JSM,BKN,Twice in week,4,21,23791,432,34,27,4,18,65,10,5,2021
422,46292,Suratgarh Express,28,2,7,Fri,Bikaner,JDP,KOTA,Twice in week,1,22,18466,432,20,30,4,7,72,25,7,2020
423,75766,Shatabdi Express,26,2,8,Fri,Bikaner,JSM,KOTA,Daily,2,11,29517,432,23,32,3,17,73,30,2,2020
424,88680,Double Decker,26,1,7,Sun,Bikaner,JDP,BKN,Weekly,4,39,14670,432,30,33,4,4,65,24,4,2020
425,11057,Shatabdi Express,22,2,6,Mon,Bikaner,KOTA,DLI,Twice in week,4,17,11981,432,31,30,3,6,68,27,7,2021
426,87131,BKN SF Express,18,3,5,Sun,Bikaner,UDP,DLI,Daily,1,30,25039,432,26,34,1,13,65,14,9,2020
427,22444,Kota SGNR SF SPL,24,3,9,Fri,Bikaner,DLI,BKN,Twice in week,3,12,25898,432,27,34,3,16,66,9,7,2021
428,44013,Partap SF Express,24,2,5,Sat,Bikaner,JSM,JDP,Weekly,4,39,17827,432,31,22,3,21,73,7,1,2019
429,54863,Vande Bharat Express,24,2,9,Sat,Bikaner,UDP,JDP,Daily,4,12,23352,432,21,26,2,7,74,4,1,2021
430,23690,Double Decker,22,3,5,Mon,Bikaner,UDP,KOTA,Weekly,1,19,13381,432,20,29,4,7,70,10,3,2021
431,88745,Rajdhani Express,23,1,9,Sun,Bikaner,UDP,KOTA,Twice in week,2,20,15447,432,25,34,3,13,65,14,4,2020
432,87181,Suratgarh Express,26,1,5,Thu,Bikaner,Jpr,JSM,Twice in week,4,16,16457,432,22,23,4,4,71,23,7,2021
433,36847,Partap SF Express,27,2,7,Wed,Bikaner,DLI,Jpr,Twice in week,2,4,10322,432,29,25,2,21,66,26,1,2020
434,47652,Vande Bharat Express,13,3,9,Mon,Bikaner,DLI,DLI,Twice in week,3,8,22467,432,22,23,3,19,69,22,7,2022
435,21056,Vande Bharat Express,24,2,7,Thu,Bikaner,JSM,JDP,Weekly,3,9,16234,432,22,27,1,5,66,30,10,2022
436,99212,LEELAN SF Express,15,2,8,Sun,Bikaner,KOTA,BKN,Twice in week,1,40,18178,432,22,21,2,18,68,20,7,2020
437,23323,Double Decker,19,1,5,Sun,Bikaner,BKN,DLI,Weekly,1,6,11898,432,32,20,1,22,66,26,4,2019
438,45766,Shatabdi Express,22,2,7,Fri,Bikaner,UDP,JDP,Weekly,4,30,24343,432,33,20,1,20,67,22,6,2021
439,51629,LEELAN SF Express,14,3,9,Fri,Bikaner,DLI,KOTA,Twice in week,1,36,19824,432,33,25,2,8,68,8,7,2022
440,63273,Suratgarh Express,23,2,6,Wed,Bikaner,UDP,JSM,Daily,1,37,28714,432,22,30,1,7,71,28,7,2022
441,40369,Suratgarh Express,26,3,9,Sun,Bikaner,BKN,BKN,Twice in week,2,14,27916,432,31,29,2,20,74,11,9,2021
442,75717,Kota SGNR SF SPL,15,3,6,Sat,Bikaner,KOTA,UDP,Daily,2,28,12967,432,33,27,1,23,70,20,2,2021
443,56282,Garbi Rath,12,3,6,Mon,Bikaner,JSM,DLI,Daily,4,14,10388,432,27,20,1,6,68,19,4,2022
444,65408,Partap SF Express,18,2,5,Sat,Bikaner,BKN,Jpr,Daily,4,24,22523,432,21,21,1,19,69,19,10,2019
445,74606,Partap SF Express,13,2,9,Wed,Bikaner,JSM,BKN,Twice in week,1,9,25628,432,33,29,1,19,66,23,10,2022
446,46675,Garbi Rath,25,3,7,Sat,Bikaner,UDP,Jpr,Daily,1,24,27164,432,23,31,1,19,72,7,4,2020
447,82111,Suratgarh Express,12,1,9,Sun,Bikaner,Jpr,KOTA,Twice in week,4,20,27596,432,20,25,2,12,72,9,5,2020
448,35573,Shatabdi Express,14,1,8,Thu,Bikaner,KOTA,JDP,Twice in week,4,31,24207,432,24,25,2,10,65,21,3,2021
449,41518,Rajdhani Express,22,2,9,Thu,Bikaner,BKN,JDP,Daily,2,8,25213,432,22,34,1,12,67,3,10,2020
450,64858,Shatabdi Express,22,3,5,Thu,Bikaner,JDP,JDP,Daily,3,30,27327,432,34,24,2,13,69,30,6,2019
451,70452,Kota SGNR SF SPL,21,1,8,Sat,Bikaner,UDP,JDP,Weekly,4,13,15703,432,28,20,1,6,65,24,3,2020
452,77300,Partap SF Express,14,3,9,Fri,Bikaner,KOTA,DLI,Twice in week,1,11,13275,432,30,24,2,8,74,11,6,2022
453,43924,Garbi Rath,19,2,9,Mon,Bikaner,JSM,BKN,Weekly,2,17,14012,432,28,29,4,8,65,17,4,2019
454,17436,Shatabdi Express,19,3,7,Wed,Bikaner,UDP,DLI,Twice in week,2,22,21244,432,28,28,4,17,72,13,2,2022
455,19334,Rajdhani Express,13,1,9,Wed,Bikaner,Jpr,UDP,Twice in week,4,33,25885,432,29,30,3,6,70,10,11,2020
456,82003,Garbi Rath,18,1,5,Sun,Bikaner,Jpr,UDP,Twice in week,2,11,21771,432,34,31,1,20,74,7,10,2022
457,66151,Garbi Rath,14,2,9,Tue,Bikaner,JDP,JSM,Weekly,2,21,15766,432,25,26,3,5,72,15,8,2022
458,17488,Suratgarh Express,18,1,7,Sat,Bikaner,BKN,UDP,Daily,3,6,20104,432,31,30,2,22,68,21,11,2020
459,38723,Shatabdi Express,27,3,5,Wed,Bikaner,JSM,DLI,Daily,4,25,27047,432,28,24,2,23,71,22,11,2020
460,37734,Garbi Rath,27,3,6,Thu,Bikaner,JDP,UDP,Twice in week,3,18,14791,432,20,34,3,6,73,9,8,2022
461,49384,Kota SGNR SF SPL,15,3,7,Sun,Bikaner,DLI,JSM,Daily,2,41,19250,432,28,30,4,20,73,22,4,2022
462,34947,Rajdhani Express,24,2,8,Sat,Bikaner,KOTA,DLI,Twice in week,1,5,16413,432,26,33,2,14,72,21,3,2021
463,80745,Partap SF Express,25,3,5,Mon,Bikaner,JDP,BKN,Twice in week,1,39,14940,432,29,33,1,4,74,9,4,2021
464,59720,Double Decker,13,2,7,Sun,Bikaner,KOTA,JDP,Weekly,3,30,24306,432,32,29,3,12,69,12,9,2019
465,68242,Rajdhani Express,25,2,7,Thu,Bikaner,BKN,JDP,Twice in week,2,5,19890,432,32,29,1,19,72,18,2,2020
466,83383,Vande Bharat Express,21,1,7,Mon,Bikaner,JDP,JDP,Daily,1,30,18422,432,21,25,2,18,73,25,1,2021
467,10271,BKN SF Express,28,1,7,Wed,Bikaner,DLI,KOTA,Daily,1,19,23279,432,29,27,2,9,65,6,5,2020
468,68022,Partap SF Express,20,3,7,Fri,Bikaner,KOTA,Jpr,Weekly,3,13,14160,432,32,23,4,15,66,11,5,2022
469,73685,Partap SF Express,22,2,8,Sat,Bikaner,JSM,JSM,Weekly,2,12,24674,432,28,22,4,17,71,18,11,2021
470,97235,Shatabdi Express,13,3,6,Sun,Bikaner,Jpr,KOTA,Weekly,4,6,12263,432,25,23,2,4,70,28,11,2019
471,60351,Rajdhani Express,13,2,5,Sun,Bikaner,Jpr,UDP,Weekly,4,7,25662,432,23,20,2,6,68,1,6,2020
472,30861,Kota SGNR SF SPL,11,1,7,Sun,Bikaner,DLI,KOTA,Weekly,3,36,23771,432,25,33,1,4,74,17,9,2019
473,55570,Double Decker,28,3,6,Sat,Bikaner,Jpr,JSM,Twice in week,2,40,21649,432,25,23,1,5,74,28,3,2019
474,87094,Shatabdi Express,18,1,9,Mon,Bikaner,DLI,Jpr,Daily,2,27,19841,432,27,24,2,14,74,8,2,2022
475,21949,Garbi Rath,25,3,9,Wed,Bikaner,JSM,DLI,Daily,4,16,19711,432,33,34,1,13,74,5,8,2022
476,66980,Partap SF Express,29,2,6,Thu,Bikaner,JSM,DLI,Twice in week,4,19,16524,432,27,33,2,10,65,16,7,2019
477,54214,Rajdhani Express,14,3,5,Fri,Bikaner,Jpr,UDP,Twice in week,1,11,17322,432,23,21,1,19,70,4,11,2021
478,21977,Rajdhani Express,18,2,9,Wed,Bikaner,JDP,JDP,Weekly,2,20,20563,432,31,25,2,18,68,4,11,2021
479,47643,LEELAN SF Express,23,3,5,Thu,Bikaner,KOTA,KOTA,Weekly,2,26,29057,432,21,24,3,4,65,29,4,2022
480,75724,Suratgarh Express,28,1,7,Sat,Bikaner,Jpr,BKN,Weekly,2,4,19970,432,26,33,1,8,70,14,8,2021
481,77220,Shatabdi Express,11,1,6,Thu,Bikaner,DLI,JDP,Daily,4,7,21080,432,26,30,3,16,69,5,1,2021
482,21671,Kota SGNR SF SPL,12,1,9,Sun,Bikaner,KOTA,UDP,Weekly,1,25,13016,432,25,28,2,6,69,27,11,2020
483,93642,Suratgarh Express,27,3,9,Sat,Bikaner,JSM,Jpr,Daily,2,33,14938,432,32,34,3,8,73,9,11,2019
484,70724,Garbi Rath,12,2,9,Thu,Bikaner,JSM,UDP,Weekly,1,27,29478,432,28,28,4,11,67,24,2,2021
485,77243,Partap SF Express,19,1,9,Wed,Bikaner,JDP,Jpr,Daily,4,27,29670,432,20,22,3,9,73,27,5,2022
486,35361,Rajdhani Express,26,3,8,Sat,Bikaner,UDP,UDP,Daily,3,33,27445,432,34,31,2,20,73,26,7,2021
487,80935,Double Decker,21,2,7,Mon,Bikaner,DLI,JDP,Twice in week,2,3,15462,432,24,34,4,23,67,25,11,2022
488,43313,BKN SF Express,19,1,8,Thu,Bikaner,DLI,BKN,Twice in week,1,26,15669,432,32,24,2,5,67,6,9,2019
489,92400,Suratgarh Express,29,3,9,Mon,Bikaner,JSM,BKN,Weekly,1,9,23905,432,26,33,3,20,67,10,7,2019
490,82124,Partap SF Express,16,3,5,Sun,Bikaner,UDP,Jpr,Daily,1,17,22199,432,24,22,1,14,74,11,5,2022
491,40325,Double Decker,17,2,9,Fri,Bikaner,BKN,DLI,Daily,1,32,15391,432,21,34,4,23,72,22,7,2021
492,82221,BKN SF Express,23,1,5,Fri,Bikaner,JSM,Jpr,Weekly,3,33,27386,432,30,30,3,12,74,8,5,2019
493,43751,Rajdhani Express,11,1,9,Fri,Bikaner,UDP,Jpr,Daily,1,28,11546,432,29,34,1,7,65,20,11,2021
494,46320,Suratgarh Express,15,3,7,Sun,Bikaner,JDP,BKN,Daily,4,9,22452,432,20,29,4,18,71,18,10,2020
495,63067,Rajdhani Express,21,3,8,Tue,Bikaner,UDP,DLI,Twice in week,1,32,24884,432,31,27,3,12,71,6,7,2021
496,44186,Garbi Rath,24,1,5,Fri,Bikaner,BKN,Jpr,Weekly,4,34,15973,432,31,21,3,13,66,6,1,2022
497,52840,BKN SF Express,10,1,7,Mon,Bikaner,JSM,KOTA,Weekly,2,32,21168,432,22,23,4,13,74,4,1,2022
498,89216,Partap SF Express,18,2,8,Tue,Bikaner,KOTA,JSM,Daily,1,17,24570,432,24,32,3,17,74,24,6,2020
499,60162,Rajdhani Express,10,3,6,Sat,Bikaner,JDP,Jpr,Weekly,4,10,14020,432,31,31,2,22,66,13,11,2021
500,99897,Kota SGNR SF SPL,18,1,9,Sun,Bikaner,KOTA,UDP,Twice in week,2,37,20668,432,34,28,1,21,73,29,1,2020
501,71621,Rajdhani Express,17,2,9,Thu,Bikaner,Jpr,BKN,Daily,4,12,19610,432,25,33,2,17,65,6,10,2021
502,86050,Double Decker,28,1,5,Tue,Bikaner,DLI,UDP,Daily,3,36,12891,432,26,25,4,20,73,11,11,2019
503,63816,BKN SF Express,25,1,5,Mon,Bikaner,KOTA,BKN,Weekly,3,10,12249,432,22,23,3,4,67,27,3,2022
504,95621,Kota SGNR SF SPL,28,1,6,Sat,Bikaner,KOTA,DLI,Twice in week,2,15,27129,432,31,31,4,12,74,23,2,2019
505,90410,Double Decker,17,1,6,Fri,Bikaner,JSM,JDP,Daily,4,28,28882,432,31,33,3,9,73,21,4,2019
506,55907,Kota SGNR SF SPL,28,2,7,Thu,Bikaner,JDP,JSM,Daily,2,17,18904,432,32,21,4,15,71,20,4,2019
507,18972,Rajdhani Express,14,1,7,Thu,Bikaner,UDP,JDP,Twice in week,2,10,13020,432,22,32,3,4,71,23,8,2021
508,40798,Suratgarh Express,12,1,8,Fri,Bikaner,KOTA,UDP,Weekly,4,3,17609,432,25,34,1,15,69,25,4,2019
509,80737,Partap SF Express,14,3,8,Wed,Bikaner,Jpr,UDP,Daily,1,38,15338,432,22,34,1,23,68,8,5,2019
510,27331,BKN SF Express,28,3,7,Thu,Bikaner,BKN,UDP,Twice in week,4,23,12989,432,33,21,3,4,65,8,1,2022
511,26776,Rajdhani Express,14,2,7,Sat,Bikaner,JSM,BKN,Weekly,1,33,21705,432,20,29,1,16,73,7,11,2022
512,24189,Suratgarh Express,29,1,6,Wed,Bikaner,UDP,BKN,Twice in week,3,29,29820,432,21,34,3,20,70,30,8,2021
513,62480,Partap SF Express,17,2,6,Sat,Bikaner,KOTA,JSM,Daily,2,18,28342,432,25,21,3,14,65,1,4,2022
514,48695,LEELAN SF Express,15,2,8,Mon,Bikaner,Jpr,KOTA,Weekly,1,8,21927,432,25,20,4,22,73,4,2,2019
515,42720,Rajdhani Express,17,3,9,Sun,Bikaner,DLI,JSM,Daily,4,29,13386,432,21,34,2,23,68,29,10,2020
516,10678,Rajdhani Express,26,3,9,Sat,Bikaner,JSM,DLI,Twice in week,1,33,15507,432,31,26,1,15,72,15,8,2020
517,21256,Suratgarh Express,29,2,5,Fri,Bikaner,UDP,JSM,Daily,1,12,15974,432,24,30,1,9,73,19,10,2020
518,93724,Garbi Rath,11,3,8,Sun,Bikaner,UDP,KOTA,Daily,1,27,23039,432,31,27,2,10,70,11,4,2019
519,42151,Double Decker,16,1,6,Fri,Bikaner,JDP,DLI,Twice in week,2,16,22379,432,20,26,1,23,68,12,10,2021
520,70028,BKN SF Express,10,3,6,Sun,Bikaner,KOTA,Jpr,Weekly,1,5,25978,432,26,24,4,13,67,1,7,2020
521,31008,BKN SF Express,23,3,8,Fri,Bikaner,BKN,DLI,Weekly,3,37,11483,432,33,31,4,7,65,6,3,2019
522,49327,Garbi Rath,25,1,5,Wed,Bikaner,JSM,JDP,Daily,2,36,12462,432,29,26,1,12,67,13,7,2019
523,43846,Double Decker,17,2,9,Wed,Bikaner,KOTA,KOTA,Twice in week,4,21,21805,432,25,34,4,9,70,22,4,2022
524,65949,Partap SF Express,24,1,7,Thu,Bikaner,KOTA,UDP,Daily,2,14,25253,432,29,28,3,8,65,28,11,2022
525,40835,Kota SGNR SF SPL,12,2,8,Sun,Bikaner,BKN,DLI,Weekly,2,37,22440,432,24,23,3,19,65,29,7,2020
526,76708,Double Decker,12,1,6,Fri,Bikaner,Jpr,JSM,Twice in week,1,3,26964,432,24,30,3,19,74,27,9,2021
527,83074,Kota SGNR SF SPL,18,1,9,Tue,Bikaner,JSM,Jpr,Weekly,4,26,22819,432,29,20,4,19,68,16,11,2022
528,14518,Kota SGNR SF SPL,11,3,5,Sun,Bikaner,DLI,UDP,Weekly,3,11,26335,432,22,33,1,11,73,28,7,2020
529,54588,Suratgarh Express,22,3,8,Sun,Bikaner,BKN,DLI,Weekly,4,11,29740,432,31,26,2,15,65,2,8,2020
530,82748,Suratgarh Express,21,1,6,Sun,Bikaner,Jpr,DLI,Twice in week,4,21,19153,432,25,20,2,6,67,20,5,2022
531,48025,Suratgarh Express,17,3,7,Fri,Bikaner,KOTA,JDP,Weekly,3,4,14011,432,23,32,2,15,68,28,8,2021
532,15454,Double Decker,28,3,7,Wed,Bikaner,BKN,JDP,Daily,3,30,18452,432,29,29,2,6,69,16,11,2019
533,10724,BKN SF Express,25,3,6,Wed,Bikaner,Jpr,JDP,Daily,3,32,27370,432,23,20,1,10,74,29,5,2019
534,94690,Double Decker,22,2,9,Fri,Bikaner,DLI,UDP,Daily,3,6,23459,432,25,25,4,15,72,19,10,2021
535,40524,Garbi Rath,14,2,9,Tue,Bikaner,JSM,Jpr,Daily,2,35,10096,432,26,34,1,12,66,14,9,2020
536,11495,BKN SF Express,24,3,9,Thu,Bikaner,UDP,BKN,Weekly,1,25,12042,432,24,28,4,17,73,24,10,2021
537,54579,Rajdhani Express,15,3,9,Sat,Bikaner,DLI,UDP,Weekly,3,36,16723,432,20,28,1,16,68,7,1,2020
538,23524,Vande Bharat Express,11,2,5,Tue,Bikaner,KOTA,KOTA,Daily,1,3,13101,432,31,28,3,10,69,24,3,2020
539,57216,Rajdhani Express,17,1,9,Sun,Bikaner,BKN,UDP,Weekly,1,19,23957,432,33,22,1,6,70,9,11,2019
540,67706,BKN SF Express,26,2,6,Sat,Bikaner,JDP,UDP,Weekly,2,3,12891,432,20,32,3,21,72,8,7,2020
541,32592,Vande Bharat Express,13,2,7,Fri,Bikaner,BKN,DLI,Twice in week,1,21,23149,432,26,25,4,8,69,24,3,2019
542,95394,LEELAN SF Express,14,2,9,Wed,Bikaner,JSM,KOTA,Daily,1,10,27749,432,21,28,4,18,65,26,10,2022
543,15373,Kota SGNR SF SPL,14,1,6,Tue,Bikaner,KOTA,JDP,Daily,1,31,16855,432,28,34,2,15,68,6,9,2022
544,71025,Double Decker,10,3,8,Sun,Bikaner,KOTA,DLI,Daily,1,31,21911,432,30,29,3,10,74,10,3,2021
545,49585,LEELAN SF Express,18,1,7,Sun,Bikaner,DLI,JSM,Weekly,4,22,19050,432,24,23,1,13,70,8,5,2019
546,36318,Double Decker,18,2,8,Wed,Bikaner,JSM,BKN,Weekly,1,32,21141,432,21,20,2,22,69,19,2,2021
547,14688,Partap SF Express,25,2,7,Sun,Bikaner,BKN,JDP,Twice in week,1,3,12301,432,33,21,2,23,71,10,2,2021
548,65716,Double Decker,18,2,9,Fri,Bikaner,KOTA,KOTA,Daily,4,17,27335,432,28,27,1,8,70,26,2,2019
549,40022,Kota SGNR SF SPL,20,1,5,Fri,Bikaner,JDP,JDP,Twice in week,1,12,19633,432,21,29,3,23,70,4,11,2022
550,84259,Vande Bharat Express,27,3,7,Fri,Bikaner,DLI,KOTA,Weekly,2,6,27140,432,28,30,4,23,74,11,2,2020
551,21326,Partap SF Express,22,1,6,Tue,Bikaner,JSM,UDP,Twice in week,2,15,29657,432,28,21,3,22,72,22,3,2022
552,12870,Partap SF Express,27,1,9,Sat,Bikaner,KOTA,DLI,Daily,2,38,14748,432,22,30,1,4,65,2,9,2019
553,41469,Double Decker,15,1,5,Sun,Bikaner,UDP,Jpr,Twice in week,1,38,16668,432,29,28,1,23,66,29,2,2022
554,99004,Shatabdi Express,29,1,7,Sun,Bikaner,JSM,UDP,Twice in week,4,25,27724,432,31,28,3,12,73,11,1,2019
555,93282,Rajdhani Express,24,1,9,Sun,Bikaner,BKN,BKN,Weekly,3,7,15038,432,28,25,3,4,66,29,3,2021
556,20495,Shatabdi Express,13,1,9,Mon,Bikaner,DLI,UDP,Twice in week,3,3,15041,432,25,25,3,17,68,17,8,2020
557,58659,Partap SF Express,22,1,8,Tue,Bikaner,JDP,BKN,Twice in week,4,16,18861,432,20,27,3,17,70,13,5,2019
558,59005,Shatabdi Express,16,2,5,Thu,Bikaner,KOTA,UDP,Weekly,1,16,18448,432,25,26,1,9,71,13,8,2020
559,63342,Partap SF Express,18,3,5,Tue,Bikaner,JDP,DLI,Twice in week,3,22,23600,432,22,25,3,23,74,15,3,2020
560,42572,Rajdhani Express,12,3,6,Sat,Bikaner,JDP,UDP,Weekly,1,20,23111,432,27,24,4,17,70,2,5,2019
561,99436,Double Decker,14,2,7,Sun,Bikaner,JSM,JSM,Daily,2,13,25443,432,28,30,1,18,70,3,7,2022
562,82757,BKN SF Express,17,2,8,Sat,Bikaner,JSM,UDP,Weekly,1,14,16342,432,23,32,4,10,72,5,11,2019
563,60134,LEELAN SF Express,20,1,7,Sun,Bikaner,JDP,JDP,Daily,2,6,16401,432,22,29,2,21,68,14,2,2019
564,94122,BKN SF Express,19,1,9,Tue,Bikaner,JDP,JDP,Daily,4,7,22421,432,23,21,1,19,73,8,2,2022
565,22493,Double Decker,17,3,8,Thu,Bikaner,DLI,UDP,Weekly,3,23,28863,432,28,23,4,23,70,23,3,2022
566,67825,Suratgarh Express,20,2,8,Fri,Bikaner,KOTA,BKN,Twice in week,3,38,11953,432,29,24,1,18,72,11,8,2019
567,95634,LEELAN SF Express,14,3,7,Sat,Bikaner,KOTA,UDP,Weekly,1,33,29405,432,27,33,1,5,72,6,11,2019
568,25856,Shatabdi Express,11,3,9,Tue,Bikaner,UDP,UDP,Twice in week,3,32,11550,432,31,33,1,18,73,30,9,2020
569,21251,Partap SF Express,15,1,5,Mon,Bikaner,KOTA,JSM,Daily,4,36,19920,432,27,20,3,19,69,17,1,2021
570,34510,Kota SGNR SF SPL,11,1,9,Sat,Bikaner,JSM,KOTA,Daily,4,26,29186,432,22,31,2,5,74,16,1,2021
571,37568,Rajdhani Express,23,2,6,Thu,Bikaner,UDP,UDP,Weekly,3,23,12954,432,30,22,3,20,70,10,11,2022
572,32420,BKN SF Express,19,1,6,Wed,Bikaner,BKN,JSM,Weekly,1,21,23894,432,33,27,2,15,67,23,9,2021
573,20331,BKN SF Express,18,1,5,Mon,Bikaner,DLI,JSM,Daily,1,11,29933,432,30,33,1,15,68,12,11,2019
574,20452,Partap SF Express,20,1,5,Sun,Bikaner,UDP,BKN,Daily,1,14,12499,432,24,28,3,17,69,26,2,2022
575,59359,Rajdhani Express,10,3,6,Sun,Bikaner,DLI,BKN,Twice in week,4,31,15791,432,33,22,2,6,70,20,1,2019
576,41335,Rajdhani Express,18,2,5,Fri,Bikaner,DLI,KOTA,Daily,4,23,25323,432,25,24,4,7,70,12,7,2019
577,75431,Kota SGNR SF SPL,25,3,7,Thu,Bikaner,KOTA,Jpr,Twice in week,4,26,21186,432,33,27,4,7,70,5,8,2019
578,56693,Suratgarh Express,15,2,7,Sat,Bikaner,DLI,JDP,Weekly,1,20,12077,432,26,34,4,9,71,23,1,2022
579,70899,LEELAN SF Express,13,3,9,Tue,Bikaner,JDP,Jpr,Weekly,1,5,14625,432,21,25,4,12,72,10,5,2021
580,50819,BKN SF Express,13,1,6,Sat,Bikaner,UDP,JSM,Weekly,3,29,17194,432,32,32,3,18,72,7,10,2021
581,63935,Vande Bharat Express,29,1,5,Tue,Bikaner,JSM,DLI,Twice in week,3,21,19683,432,27,22,2,7,67,7,5,2019
582,51906,Partap SF Express,21,2,9,Wed,Bikaner,JDP,JDP,Daily,3,29,29071,432,22,25,4,8,71,9,4,2019
583,87746,LEELAN SF Express,17,1,7,Mon,Bikaner,DLI,UDP,Twice in week,2,36,11961,432,26,33,4,16,66,4,8,2022
584,64745,Partap SF Express,18,3,7,Thu,Bikaner,KOTA,Jpr,Daily,1,25,17766,432,22,28,4,17,74,23,4,2020
585,42312,LEELAN SF Express,28,1,7,Mon,Bikaner,Jpr,JDP,Weekly,4,21,19433,432,23,34,4,6,71,17,8,2021
586,82340,Shatabdi Express,24,2,6,Tue,Bikaner,BKN,DLI,Weekly,4,36,15412,432,26,27,3,23,68,27,3,2020
587,73410,Suratgarh Express,11,3,8,Wed,Bikaner,KOTA,DLI,Weekly,1,28,16192,432,24,31,1,15,72,22,9,2020
588,25044,Rajdhani Express,27,3,5,Tue,Bikaner,Jpr,DLI,Daily,2,14,29387,432,33,24,1,19,72,22,3,2019
589,20212,Suratgarh Express,10,1,5,Tue,Bikaner,Jpr,UDP,Weekly,1,20,20445,432,32,29,2,8,73,16,5,2021
590,46876,LEELAN SF Express,26,3,7,Tue,Bikaner,JSM,KOTA,Weekly,4,10,26675,432,34,31,3,12,69,16,2,2020
591,47870,Partap SF Express,12,1,5,Wed,Bikaner,UDP,UDP,Weekly,4,19,16256,432,26,29,4,22,71,2,6,2021
592,86121,LEELAN SF Express,16,3,7,Mon,Bikaner,UDP,DLI,Twice in week,1,19,25382,432,28,20,2,7,71,29,10,2021
593,58441,Kota SGNR SF SPL,20,1,6,Fri,Bikaner,BKN,DLI,Twice in week,1,7,14313,432,24,21,4,8,74,17,5,2021
594,39592,Kota SGNR SF SPL,29,1,8,Sun,Bikaner,BKN,JSM,Weekly,2,20,24305,432,34,34,1,21,71,11,11,2021
