,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
387,48409,Barmer SF Express,12,2,9,Sat,Jodhpur,BKN,JDP,Twice in week,3,30,28119,861,27,27,1,7,66,17,8,2022
388,12198,Ranikhet Epress,26,3,6,Thu,Jodhpur,JDP,JDP,Weekly,3,7,11507,861,27,34,3,17,67,19,6,2020
389,54138,JODHPUR INTERCITY SF Express,28,3,7,Wed,Jodhpur,BME,BKN,Daily,2,18,11631,861,22,31,2,5,70,8,7,2020
390,88820,Mandore SF EXpress,29,2,9,Wed,Jodhpur,JSM,UDP,Twice in week,1,9,27345,861,29,22,1,14,70,2,8,2021
391,94243,Rajdhani Express,20,1,7,Thu,Jodhpur,BME,JDP,Weekly,2,25,21084,861,22,26,4,17,68,27,6,2020
392,52692,Double Decker,12,3,7,Mon,Jodhpur,JSM,JDP,Daily,3,16,20784,861,23,30,1,8,73,7,1,2019
393,51877,Rajdhani Express,13,3,6,Tue,Jodhpur,JDP,BKN,Daily,1,4,22191,861,26,24,4,7,67,21,4,2021
394,87120,Barmer SF Express,20,2,8,Sat,Jodhpur,BME,RNT,Weekly,1,30,11772,861,28,30,1,11,68,23,1,2022
395,83172,Rameshwaram Humsafar Express,10,2,7,Tue,Jodhpur,BME,Jpr,Daily,2,10,21680,861,28,26,2,17,69,11,11,2022
396,19331,Barmer SF Express,17,1,6,Tue,Jodhpur,JSM,JDP,Weekly,1,3,14145,861,21,23,1,10,74,12,2,2021
397,43714,Mandore SF EXpress,10,3,9,Thu,Jodhpur,BME,UDP,Weekly,2,18,24577,861,21,23,4,12,66,26,9,2021
398,79446,Double Decker,27,3,7,Sun,Jodhpur,RNT,RNT,Daily,2,20,11507,861,24,29,3,7,72,25,10,2022
399,58150,Ranikhet Epress,28,1,8,Sun,Jodhpur,JSM,UDP,Daily,2,25,25577,861,26,28,2,11,74,14,4,2021
400,84895,Marudhar Express,27,3,9,Sat,Jodhpur,BME,BME,Weekly,3,29,12210,861,24,23,1,8,65,12,1,2019
401,46536,JODHPUR INTERCITY SF Express,15,3,5,Wed,Jodhpur,JSM,JDP,Daily,3,12,22742,861,25,31,2,19,70,1,3,2021
402,31925,Double Decker,28,1,9,Tue,Jodhpur,JDP,JSM,Twice in week,2,27,28986,861,26,27,4,13,65,12,9,2022
403,19717,Marudhar Express,21,1,6,Tue,Jodhpur,JSM,JSM,Daily,3,6,17115,861,22,27,3,22,69,7,8,2021
404,86795,Shatabdi Express,22,2,5,Sun,Jodhpur,UDP,Jpr,Weekly,3,21,21083,861,25,33,1,17,68,16,6,2019
405,62156,Barmer SF Express,21,3,5,Sun,Jodhpur,BME,BKN,Weekly,3,3,11964,861,24,30,4,4,70,8,1,2020
406,55019,JODHPUR INTERCITY SF Express,22,2,9,Mon,Jodhpur,UDP,RNT,Twice in week,3,34,26841,861,26,28,2,13,69,26,9,2019
407,82750,Rameshwaram Humsafar Express,15,2,6,Wed,Jodhpur,BKN,JDP,Daily,2,14,26408,861,23,25,1,11,66,18,1,2021
408,99904,Rameshwaram Humsafar Express,23,1,5,Mon,Jodhpur,BME,JSM,Twice in week,2,19,26313,861,29,28,3,19,69,24,10,2020
409,33572,JODHPUR INTERCITY SF Express,20,1,9,Thu,Jodhpur,RNT,UDP,Twice in week,2,22,18012,861,21,33,2,19,71,26,9,2019
410,16966,Rameshwaram Humsafar Express,25,3,5,Thu,Jodhpur,JDP,BME,Twice in week,3,10,26170,861,26,23,1,16,70,11,8,2020
411,88866,Shatabdi Express,17,3,7,Fri,Jodhpur,BME,RNT,Weekly,3,11,24147,861,29,31,2,5,68,5,4,2019
412,26868,Mandore SF EXpress,25,3,7,Tue,Jodhpur,RNT,UDP,Daily,1,12,25348,861,26,21,2,15,73,16,5,2022
413,63241,Mandore SF EXpress,15,1,9,Fri,Jodhpur,JSM,BME,Weekly,2,17,13759,861,25,22,3,10,70,9,11,2020
414,70070,JODHPUR INTERCITY SF Express,11,2,8,Sat,Jodhpur,RNT,UDP,Twice in week,1,16,20070,861,22,25,2,8,74,1,4,2020
415,45634,Rameshwaram Humsafar Express,29,3,8,Thu,Jodhpur,JSM,JSM,Twice in week,3,32,19622,861,31,30,1,7,72,27,6,2019
416,39175,JODHPUR INTERCITY SF Express,13,1,8,Mon,Jodhpur,JSM,UDP,Daily,2,24,15179,861,27,22,3,4,69,8,6,2022
417,70631,Rameshwaram Humsafar Express,26,3,5,Sat,Jodhpur,RNT,BKN,Weekly,3,33,18060,861,28,21,1,19,71,23,6,2021
418,51299,Mandore SF EXpress,22,1,6,Mon,Jodhpur,RNT,JDP,Weekly,3,24,23485,861,27,27,3,5,65,9,5,2019
419,95508,Marudhar Express,21,1,5,Tue,Jodhpur,JSM,JSM,Daily,1,13,16112,861,21,22,3,18,68,10,1,2019
420,11912,JODHPUR INTERCITY SF Express,19,2,7,Mon,Jodhpur,RNT,BKN,Twice in week,3,10,13026,861,28,29,3,23,70,30,6,2021
421,89867,Double Decker,20,1,5,Mon,Jodhpur,RNT,RNT,Daily,1,11,10331,861,24,32,4,7,74,18,3,2022
422,56329,Rameshwaram Humsafar Express,20,3,9,Thu,Jodhpur,JSM,BME,Weekly,1,12,13953,861,23,26,4,9,73,11,9,2020
423,82639,RNT SF Express,26,3,6,Fri,Jodhpur,RNT,UDP,Twice in week,3,5,15228,861,30,32,2,17,74,30,7,2019
424,51205,Shatabdi Express,21,3,8,Thu,Jodhpur,JSM,BKN,Twice in week,3,27,15300,861,31,28,1,20,72,20,3,2022
425,70999,JODHPUR INTERCITY SF Express,26,2,5,Sat,Jodhpur,JDP,JDP,Weekly,3,32,23810,861,30,33,3,14,74,8,3,2020
426,36898,Mandore SF EXpress,27,1,5,Sun,Jodhpur,BKN,JDP,Daily,1,28,22251,861,22,26,4,23,70,23,4,2022
427,15241,RNT SF Express,24,3,9,Wed,Jodhpur,JDP,BME,Twice in week,1,33,14745,861,26,32,1,23,72,19,7,2021
428,85659,Marudhar Express,17,1,6,Fri,Jodhpur,UDP,JSM,Weekly,1,12,21048,861,31,26,4,5,68,4,1,2020
429,62589,Shatabdi Express,17,2,8,Sun,Jodhpur,BKN,JDP,Twice in week,1,4,16260,861,31,22,1,21,72,19,7,2019
430,13142,Shatabdi Express,13,1,8,Wed,Jodhpur,JDP,Jpr,Weekly,3,20,15154,861,24,30,2,17,74,25,4,2021
431,37209,Double Decker,15,3,7,Sun,Jodhpur,JSM,JSM,Weekly,2,9,27825,861,27,22,2,18,66,17,4,2022
432,95933,JODHPUR INTERCITY SF Express,20,3,7,Thu,Jodhpur,RNT,Jpr,Weekly,3,32,23884,861,27,28,4,18,65,19,7,2022
433,85273,Double Decker,15,3,7,Sat,Jodhpur,JSM,Jpr,Weekly,3,24,16635,861,29,31,3,15,66,19,6,2021
434,68780,Mandore SF EXpress,12,2,5,Tue,Jodhpur,UDP,JDP,Twice in week,1,16,14570,861,30,32,1,7,74,13,1,2022
435,62394,JODHPUR INTERCITY SF Express,19,3,6,Sun,Jodhpur,RNT,UDP,Weekly,3,25,20198,861,23,23,2,22,66,23,4,2022
436,85946,Barmer SF Express,20,1,8,Sun,Jodhpur,BME,JDP,Daily,3,18,22393,861,23,23,3,19,69,16,11,2022
437,18620,Rajdhani Express,29,2,5,Thu,Jodhpur,JSM,RNT,Daily,1,18,26667,861,27,21,3,7,69,14,11,2020
438,98846,Ranikhet Epress,29,3,6,Sat,Jodhpur,JDP,RNT,Weekly,3,15,16855,861,20,25,2,17,69,12,1,2021
439,74748,Mandore SF EXpress,14,2,5,Wed,Jodhpur,RNT,JSM,Weekly,1,8,12770,861,29,28,2,6,73,13,6,2021
440,25258,Marudhar Express,18,3,5,Wed,Jodhpur,UDP,UDP,Weekly,1,28,17976,861,29,21,2,17,71,17,7,2020
441,15170,Ranikhet Epress,13,3,6,Wed,Jodhpur,UDP,BKN,Weekly,1,4,15090,861,31,28,3,14,74,6,3,2019
442,62091,Rajdhani Express,20,3,5,Mon,Jodhpur,BKN,BME,Daily,3,28,12522,861,30,21,3,21,67,15,5,2019
443,13040,Ranikhet Epress,20,2,8,Tue,Jodhpur,BME,UDP,Twice in week,3,33,27113,861,25,20,4,23,66,4,8,2020
444,63569,JODHPUR INTERCITY SF Express,12,1,6,Wed,Jodhpur,JSM,JSM,Daily,3,21,18855,861,21,21,3,23,66,7,10,2021
445,35069,Mandore SF EXpress,27,3,9,Sat,Jodhpur,Jpr,Jpr,Weekly,2,9,25639,861,25,27,1,9,66,15,6,2020
446,71389,JODHPUR INTERCITY SF Express,11,2,6,Thu,Jodhpur,RNT,RNT,Weekly,2,11,15364,861,20,24,3,10,73,10,9,2021
447,42519,Ranikhet Epress,14,3,8,Sat,Jodhpur,BKN,BKN,Twice in week,2,17,19327,861,29,25,1,5,72,2,5,2022
448,57468,RNT SF Express,22,3,5,Tue,Jodhpur,JSM,RNT,Weekly,3,16,22474,861,20,28,4,23,72,9,8,2022
449,61530,Mandore SF EXpress,19,2,5,Mon,Jodhpur,JDP,UDP,Twice in week,3,23,19721,861,21,21,4,7,71,3,4,2021
450,97127,Ranikhet Epress,19,2,5,Mon,Jodhpur,BME,Jpr,Twice in week,3,7,16488,861,25,21,3,15,65,12,1,2019
451,19620,RNT SF Express,27,1,8,Sat,Jodhpur,RNT,Jpr,Twice in week,2,29,21204,861,21,28,4,13,70,10,1,2022
452,50221,Double Decker,28,1,6,Tue,Jodhpur,BME,JDP,Daily,2,30,18837,861,27,27,3,13,71,1,7,2019
453,37228,Marudhar Express,14,1,8,Fri,Jodhpur,JDP,JDP,Weekly,1,12,19046,861,29,21,2,11,66,9,8,2021
454,76969,Rameshwaram Humsafar Express,12,3,8,Mon,Jodhpur,UDP,BME,Weekly,3,12,21832,861,22,21,2,16,72,5,6,2022
455,83857,Marudhar Express,20,1,6,Sat,Jodhpur,JSM,BME,Weekly,2,11,15765,861,23,20,2,12,74,4,3,2021
456,90430,Barmer SF Express,25,2,7,Tue,Jodhpur,JDP,JDP,Weekly,3,10,11981,861,24,32,3,15,73,16,10,2021
457,40925,Marudhar Express,27,2,8,Tue,Jodhpur,JDP,JSM,Twice in week,2,10,20852,861,27,34,3,16,69,9,8,2022
458,72661,Mandore SF EXpress,22,2,7,Sat,Jodhpur,BKN,BME,Weekly,1,8,18336,861,23,29,2,22,66,11,4,2022
459,61812,Ranikhet Epress,22,1,6,Tue,Jodhpur,JDP,JDP,Twice in week,1,34,16546,861,28,26,4,21,69,27,3,2021
460,49336,Ranikhet Epress,21,3,7,Mon,Jodhpur,JDP,JDP,Twice in week,1,10,28123,861,21,20,4,16,68,28,10,2020
461,50437,Marudhar Express,21,1,8,Wed,Jodhpur,JSM,RNT,Daily,3,30,25975,861,21,34,3,4,67,3,6,2021
462,58355,Ranikhet Epress,28,3,5,Sat,Jodhpur,BME,RNT,Twice in week,1,8,12775,861,29,28,2,11,74,9,6,2022
463,79289,Marudhar Express,19,1,8,Thu,Jodhpur,UDP,JDP,Daily,1,13,29077,861,25,20,3,4,74,23,10,2021
464,43417,Double Decker,26,1,5,Mon,Jodhpur,Jpr,JSM,Weekly,3,19,13828,861,28,31,3,19,66,23,8,2020
465,47777,JODHPUR INTERCITY SF Express,10,1,6,Wed,Jodhpur,BME,JSM,Weekly,1,29,23359,861,25,29,4,18,68,4,9,2022
466,11909,Rameshwaram Humsafar Express,29,3,5,Wed,Jodhpur,JSM,UDP,Twice in week,2,31,11972,861,29,26,1,8,73,5,7,2020
467,53218,Rameshwaram Humsafar Express,26,3,8,Wed,Jodhpur,JSM,JDP,Daily,2,16,16047,861,21,24,2,15,68,28,2,2020
468,33581,Rajdhani Express,17,1,8,Fri,Jodhpur,JDP,BKN,Twice in week,2,8,27706,861,28,34,4,23,74,30,8,2022
469,96608,JODHPUR INTERCITY SF Express,28,2,7,Sat,Jodhpur,JSM,Jpr,Weekly,1,32,17814,861,25,25,4,6,72,13,11,2019
470,43116,Barmer SF Express,22,3,8,Mon,Jodhpur,Jpr,Jpr,Daily,2,29,11918,861,20,33,1,12,68,28,10,2020
471,95016,RNT SF Express,19,1,9,Wed,Jodhpur,UDP,BME,Weekly,3,33,29507,861,31,30,1,16,74,28,1,2020
472,46157,RNT SF Express,27,3,7,Sun,Jodhpur,BME,JSM,Weekly,2,6,25023,861,21,28,2,10,70,24,1,2020
473,69853,Mandore SF EXpress,28,1,6,Mon,Jodhpur,JDP,JDP,Daily,2,7,20009,861,30,32,3,23,67,8,1,2019
474,97958,Rajdhani Express,19,2,6,Tue,Jodhpur,RNT,RNT,Daily,2,30,10204,861,22,20,2,17,74,2,7,2021
475,43916,Rajdhani Express,11,3,6,Wed,Jodhpur,JDP,Jpr,Weekly,1,20,18268,861,29,25,4,7,66,17,6,2022
476,15194,Shatabdi Express,29,2,9,Fri,Jodhpur,BME,BKN,Weekly,3,7,29700,861,29,29,4,22,71,17,1,2019
477,49463,Shatabdi Express,10,1,9,Mon,Jodhpur,Jpr,BKN,Weekly,1,25,27761,861,27,27,2,20,69,5,6,2021
478,63950,Ranikhet Epress,10,1,9,Wed,Jodhpur,Jpr,BME,Weekly,1,19,10373,861,27,33,4,6,70,21,8,2020
479,88316,RNT SF Express,20,3,9,Sun,Jodhpur,BKN,BKN,Daily,1,18,23427,861,28,25,1,11,69,13,10,2020
480,58541,Rajdhani Express,26,2,9,Sat,Jodhpur,JDP,Jpr,Twice in week,1,16,15925,861,27,30,3,16,72,27,4,2019
481,73978,Ranikhet Epress,25,3,5,Tue,Jodhpur,BKN,BKN,Weekly,2,14,14520,861,28,24,4,10,74,5,10,2019
482,96916,Rameshwaram Humsafar Express,11,3,9,Sat,Jodhpur,JDP,UDP,Twice in week,2,24,17070,861,26,26,3,15,67,21,7,2020
483,89370,Rajdhani Express,19,3,9,Sat,Jodhpur,BKN,Jpr,Daily,2,18,18936,861,29,23,4,23,71,3,4,2021
484,24929,Rameshwaram Humsafar Express,21,2,7,Wed,Jodhpur,JDP,JSM,Weekly,2,10,23297,861,29,24,3,21,70,5,5,2020
485,61688,Marudhar Express,20,1,7,Tue,Jodhpur,BME,Jpr,Weekly,1,9,18134,861,29,30,3,10,73,10,2,2020
486,20155,Rameshwaram Humsafar Express,11,3,8,Tue,Jodhpur,JSM,RNT,Weekly,2,7,24999,861,20,21,4,11,65,30,1,2022
487,72207,Ranikhet Epress,15,2,5,Sat,Jodhpur,BKN,BKN,Weekly,3,23,19720,861,31,25,2,17,74,25,11,2020
488,81370,Mandore SF EXpress,15,2,9,Fri,Jodhpur,JSM,JSM,Daily,2,12,24307,861,20,21,3,19,69,7,5,2020
489,87831,Rajdhani Express,15,1,6,Sun,Jodhpur,BKN,UDP,Weekly,1,34,24440,861,27,22,4,15,68,3,9,2022
490,87908,Rajdhani Express,24,2,5,Fri,Jodhpur,BKN,JSM,Twice in week,1,12,29082,861,28,22,2,17,66,12,4,2022
491,49475,RNT SF Express,22,3,8,Mon,Jodhpur,UDP,BKN,Daily,1,33,15986,861,31,34,2,15,66,30,6,2021
492,47353,Rajdhani Express,17,3,6,Sun,Jodhpur,BKN,BKN,Daily,1,26,19732,861,25,25,3,15,67,5,5,2022
493,34474,Marudhar Express,21,1,7,Wed,Jodhpur,JDP,BKN,Weekly,2,14,24940,861,29,34,2,14,70,16,6,2019
494,66249,Marudhar Express,12,1,5,Wed,Jodhpur,JDP,Jpr,Twice in week,3,19,13869,861,31,20,2,17,73,30,10,2019
495,43693,Mandore SF EXpress,12,2,9,Sat,Jodhpur,BME,JSM,Weekly,3,22,25812,861,24,26,3,23,67,5,8,2019
496,40514,Double Decker,22,3,6,Wed,Jodhpur,BME,Jpr,Weekly,1,14,28517,861,25,26,1,12,73,25,1,2021
497,78041,Rameshwaram Humsafar Express,18,1,9,Sat,Jodhpur,UDP,JSM,Daily,1,11,29923,861,24,30,1,19,67,20,11,2019
498,38390,Ranikhet Epress,16,3,8,Tue,Jodhpur,Jpr,RNT,Daily,3,11,24521,861,20,31,3,4,71,20,6,2021
499,89640,Rameshwaram Humsafar Express,22,3,8,Fri,Jodhpur,RNT,JSM,Twice in week,1,24,29718,861,24,28,2,8,66,15,2,2020
500,32120,Marudhar Express,20,2,7,Thu,Jodhpur,JSM,BKN,Twice in week,1,13,16875,861,29,24,3,23,70,25,2,2022
501,28390,Shatabdi Express,23,3,5,Sun,Jodhpur,UDP,BKN,Daily,1,32,15933,861,28,30,1,17,71,11,11,2019
502,37911,Barmer SF Express,18,2,5,Mon,Jodhpur,JSM,UDP,Daily,1,32,14449,861,26,21,2,20,70,16,1,2022
503,55239,Barmer SF Express,23,3,8,Fri,Jodhpur,BKN,JDP,Daily,2,19,22348,861,23,20,1,23,65,20,11,2021
504,64469,Double Decker,15,2,5,Sun,Jodhpur,Jpr,BKN,Twice in week,3,24,29605,861,27,33,4,22,74,13,9,2022
505,82748,Ranikhet Epress,16,1,8,Sat,Jodhpur,JDP,UDP,Weekly,1,3,16548,861,21,34,2,21,74,1,9,2019
506,48332,RNT SF Express,14,2,9,Mon,Jodhpur,Jpr,JSM,Daily,3,9,16050,861,25,25,3,5,66,25,6,2022
507,68907,Mandore SF EXpress,11,2,7,Wed,Jodhpur,JSM,JSM,Daily,3,16,10500,861,30,32,4,6,67,9,6,2022
508,71490,RNT SF Express,17,1,7,Fri,Jodhpur,BME,UDP,Twice in week,2,24,25902,861,26,32,4,18,72,18,6,2022
509,45830,RNT SF Express,18,2,6,Fri,Jodhpur,JDP,RNT,Daily,1,32,16421,861,25,24,1,10,65,30,5,2019
510,33678,Rameshwaram Humsafar Express,13,2,7,Fri,Jodhpur,Jpr,UDP,Weekly,2,12,28680,861,21,30,2,21,70,8,10,2020
511,25611,Mandore SF EXpress,10,2,6,Tue,Jodhpur,RNT,BME,Twice in week,2,5,10711,861,22,32,3,19,73,3,10,2020
512,91064,Double Decker,29,1,6,Wed,Jodhpur,JSM,BKN,Daily,2,34,12346,861,20,20,1,20,69,11,4,2021
513,61731,Marudhar Express,17,1,7,Fri,Jodhpur,BKN,BME,Weekly,3,14,14231,861,27,22,3,17,68,17,1,2021
514,23704,Marudhar Express,20,1,5,Tue,Jodhpur,JDP,RNT,Twice in week,2,6,14729,861,25,26,3,20,68,12,4,2021
515,27006,Marudhar Express,17,3,9,Fri,Jodhpur,UDP,BKN,Weekly,2,21,22402,861,28,31,3,8,70,4,4,2019
516,72923,Mandore SF EXpress,22,2,6,Wed,Jodhpur,BKN,JSM,Twice in week,3,23,23607,861,30,26,4,23,67,12,8,2020
517,28935,Ranikhet Epress,14,2,9,Thu,Jodhpur,BKN,UDP,Weekly,3,34,29624,861,30,25,2,18,72,24,4,2022
518,69940,Marudhar Express,20,3,6,Wed,Jodhpur,Jpr,BME,Weekly,2,33,15660,861,30,26,2,11,74,2,10,2022
519,43155,Ranikhet Epress,23,3,9,Wed,Jodhpur,Jpr,BME,Twice in week,3,11,19984,861,23,30,1,16,74,5,8,2020
520,29881,Rajdhani Express,15,3,5,Wed,Jodhpur,RNT,RNT,Weekly,3,11,29699,861,20,22,3,7,67,28,8,2021
521,32096,RNT SF Express,23,2,5,Tue,Jodhpur,Jpr,BKN,Weekly,2,23,28018,861,24,34,2,5,69,20,1,2020
522,54392,RNT SF Express,20,1,8,Tue,Jodhpur,RNT,JSM,Twice in week,3,8,23093,861,26,28,4,17,66,24,5,2019
523,26715,Rameshwaram Humsafar Express,23,2,5,Sat,Jodhpur,RNT,JSM,Weekly,3,16,22709,861,24,29,3,5,67,19,8,2021
524,31017,RNT SF Express,11,3,5,Thu,Jodhpur,BKN,Jpr,Twice in week,1,24,13852,861,28,29,2,14,68,24,11,2021
525,34515,JODHPUR INTERCITY SF Express,11,1,8,Sun,Jodhpur,BKN,BKN,Twice in week,1,8,17153,861,29,23,3,11,72,20,7,2022
526,26706,Barmer SF Express,17,2,5,Sat,Jodhpur,Jpr,BME,Daily,3,11,18964,861,25,23,3,17,70,28,5,2020
527,32852,Barmer SF Express,15,3,7,Sun,Jodhpur,JSM,JDP,Twice in week,3,24,27461,861,28,22,1,11,74,1,6,2019
528,64573,Rameshwaram Humsafar Express,12,2,5,Sat,Jodhpur,BME,JSM,Twice in week,3,33,26282,861,22,25,4,9,73,8,3,2020
529,49346,JODHPUR INTERCITY SF Express,11,1,8,Sat,Jodhpur,JSM,BME,Weekly,1,18,16257,861,26,24,4,22,65,30,9,2022
530,62368,Shatabdi Express,26,2,9,Tue,Jodhpur,JSM,RNT,Weekly,2,29,13093,861,28,29,4,22,65,23,8,2022
531,53716,Rajdhani Express,24,2,7,Fri,Jodhpur,JSM,UDP,Weekly,3,17,11307,861,30,22,4,8,73,9,7,2022
532,50824,Rameshwaram Humsafar Express,17,2,5,Sun,Jodhpur,JSM,BME,Twice in week,1,14,13871,861,26,32,1,16,74,20,8,2021
533,47915,Shatabdi Express,21,1,9,Fri,Jodhpur,RNT,RNT,Daily,3,24,17000,861,23,27,1,7,65,19,10,2020
534,43749,Marudhar Express,19,1,9,Sat,Jodhpur,BME,BKN,Twice in week,1,29,22911,861,23,23,2,9,66,25,7,2020
535,25693,Marudhar Express,22,3,9,Sat,Jodhpur,JSM,UDP,Daily,3,5,18895,861,31,29,1,21,74,15,7,2019
536,73380,Double Decker,21,3,5,Tue,Jodhpur,BKN,RNT,Twice in week,3,27,14704,861,28,21,4,17,65,10,7,2020
537,28122,Barmer SF Express,27,1,8,Tue,Jodhpur,BKN,JSM,Twice in week,1,13,28275,861,28,20,4,7,73,9,4,2020
538,51940,RNT SF Express,24,2,7,Wed,Jodhpur,UDP,UDP,Twice in week,3,9,17892,861,23,20,3,11,71,9,7,2020
539,93605,Mandore SF EXpress,21,3,7,Fri,Jodhpur,Jpr,RNT,Daily,1,15,17042,861,27,24,2,4,70,15,8,2020
540,63033,Rajdhani Express,29,3,9,Sun,Jodhpur,JSM,Jpr,Twice in week,2,18,20177,861,25,21,2,13,74,1,3,2020
541,81291,Marudhar Express,29,1,6,Sat,Jodhpur,BME,UDP,Twice in week,1,6,26244,861,22,29,3,23,65,2,4,2021
542,68022,Ranikhet Epress,26,3,8,Mon,Jodhpur,RNT,BKN,Weekly,1,5,15706,861,30,31,1,10,65,15,9,2019
543,50031,Double Decker,22,3,9,Wed,Jodhpur,JSM,BKN,Weekly,1,9,27845,861,30,22,3,6,68,4,5,2022
544,41938,Double Decker,27,3,9,Thu,Jodhpur,UDP,BME,Twice in week,2,7,21124,861,23,33,2,18,74,27,10,2019
545,44104,Rajdhani Express,15,3,6,Sun,Jodhpur,UDP,JSM,Daily,3,33,14860,861,29,22,3,11,66,10,10,2022
546,38938,Marudhar Express,23,2,6,Thu,Jodhpur,BKN,JDP,Twice in week,3,8,14218,861,26,23,3,19,73,12,9,2019
547,42575,Shatabdi Express,12,2,8,Fri,Jodhpur,JSM,Jpr,Weekly,3,28,14212,861,23,24,2,8,65,29,5,2022
548,16363,Rajdhani Express,20,2,8,Tue,Jodhpur,JSM,RNT,Twice in week,2,8,22043,861,30,21,1,22,74,15,7,2022
549,90063,Rajdhani Express,14,2,5,Sun,Jodhpur,BKN,JSM,Weekly,2,8,17392,861,30,25,4,17,68,19,5,2021
550,52186,Barmer SF Express,27,2,9,Sun,Jodhpur,RNT,JDP,Twice in week,3,34,23216,861,29,31,4,19,69,19,1,2022
551,25317,Rajdhani Express,13,1,9,Thu,Jodhpur,RNT,BKN,Weekly,2,28,27701,861,26,27,1,18,71,6,5,2022
552,17922,Rajdhani Express,26,2,8,Thu,Jodhpur,JDP,BME,Twice in week,2,8,12908,861,25,29,1,14,74,27,3,2021
553,49276,JODHPUR INTERCITY SF Express,20,3,9,Fri,Jodhpur,JDP,Jpr,Twice in week,2,5,13305,861,28,23,2,7,73,17,11,2021
554,35985,Barmer SF Express,24,3,6,Sat,Jodhpur,RNT,JSM,Weekly,1,24,21560,861,22,26,3,4,65,9,9,2019
555,98458,Double Decker,15,1,9,Sun,Jodhpur,RNT,Jpr,Weekly,3,18,14500,861,20,32,4,20,68,11,2,2022
556,52386,JODHPUR INTERCITY SF Express,24,1,9,Wed,Jodhpur,RNT,BKN,Weekly,1,12,18405,861,29,23,3,18,74,5,7,2022
557,54109,Rajdhani Express,19,1,6,Sat,Jodhpur,JDP,Jpr,Weekly,2,20,25297,861,28,26,3,6,70,16,7,2020
558,65731,Mandore SF EXpress,28,1,9,Wed,Jodhpur,UDP,BME,Daily,3,29,20479,861,29,21,2,23,73,20,1,2021
559,71412,Barmer SF Express,13,2,5,Thu,Jodhpur,BME,BKN,Weekly,1,21,26015,861,31,30,2,21,72,11,10,2022
560,42362,Ranikhet Epress,25,1,5,Wed,Jodhpur,UDP,JDP,Weekly,1,4,24554,861,27,26,2,5,69,18,11,2022
561,40613,RNT SF Express,23,3,8,Fri,Jodhpur,BKN,RNT,Daily,2,34,17458,861,22,22,4,18,70,7,10,2022
562,80905,Shatabdi Express,10,3,7,Sun,Jodhpur,Jpr,BKN,Weekly,1,32,24407,861,21,25,1,11,74,6,10,2021
563,88556,Mandore SF EXpress,10,1,5,Wed,Jodhpur,UDP,JSM,Twice in week,1,34,12657,861,20,27,4,13,68,28,7,2020
564,95317,Rameshwaram Humsafar Express,10,2,7,Wed,Jodhpur,BME,Jpr,Daily,1,9,22612,861,28,21,3,4,67,30,5,2021
565,69611,RNT SF Express,29,3,5,Thu,Jodhpur,Jpr,BKN,Weekly,1,10,12179,861,23,25,2,7,73,18,11,2021
566,15469,RNT SF Express,15,3,6,Wed,Jodhpur,UDP,BKN,Daily,2,19,25290,861,22,32,2,8,73,10,6,2019
567,76849,Shatabdi Express,21,1,8,Thu,Jodhpur,BKN,JDP,Daily,3,8,12304,861,24,31,1,17,66,10,6,2021
568,88790,Mandore SF EXpress,17,3,5,Fri,Jodhpur,BKN,JSM,Daily,2,22,25519,861,28,23,1,23,65,7,9,2021
569,67519,Ranikhet Epress,21,2,6,Fri,Jodhpur,UDP,BKN,Daily,1,19,14281,861,31,21,1,14,69,22,5,2021
570,61691,Rameshwaram Humsafar Express,20,3,7,Thu,Jodhpur,BKN,BME,Weekly,3,28,10489,861,21,27,2,15,66,21,6,2021
571,45417,Barmer SF Express,11,2,8,Thu,Jodhpur,BKN,BME,Weekly,3,7,15799,861,30,24,4,23,65,3,3,2019
572,45289,Double Decker,17,1,9,Fri,Jodhpur,Jpr,BME,Twice in week,2,6,21697,861,27,24,2,21,67,26,11,2021
573,82653,Barmer SF Express,16,2,9,Sun,Jodhpur,UDP,Jpr,Daily,2,25,23841,861,24,33,4,5,67,17,3,2019
574,79498,Barmer SF Express,16,2,5,Mon,Jodhpur,UDP,BME,Weekly,3,25,22431,861,22,28,4,14,72,3,10,2021
575,54726,Rameshwaram Humsafar Express,26,2,8,Tue,Jodhpur,JSM,BME,Twice in week,2,13,20171,861,20,30,1,7,72,21,7,2022
576,91343,Rameshwaram Humsafar Express,10,1,6,Mon,Jodhpur,BKN,JSM,Twice in week,2,21,26839,861,29,32,1,4,73,15,4,2021
577,98684,Rajdhani Express,23,1,8,Fri,Jodhpur,RNT,JSM,Weekly,3,6,27487,861,24,22,2,21,72,30,10,2021
578,14633,Shatabdi Express,19,3,6,Sun,Jodhpur,JSM,BME,Twice in week,1,16,23297,861,22,23,4,7,67,15,5,2021
579,96462,Barmer SF Express,17,1,9,Fri,Jodhpur,RNT,JDP,Daily,2,15,26957,861,20,31,1,13,69,16,6,2022
580,94516,Ranikhet Epress,26,1,9,Tue,Jodhpur,Jpr,Jpr,Daily,3,30,28099,861,30,24,3,8,70,21,10,2021
