,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
394,25712,Yoga Express,29,3,8,Tue,Udaipur,Dli,Dli,Twice in week,5,4,10021,703,28,24,4,5,71,5,6,2022
395,66981,Dee Rzt Exp,16,3,6,Wed,Udaipur,JDP,Pali,Twice in week,1,24,22558,703,22,27,2,23,70,11,8,2022
396,58724,Yoga Express,28,2,13,Thu,Udaipur,UDP,Mount Abu,Daily,3,34,14604,703,23,29,3,9,61,7,5,2022
397,33510,Yoga Express,12,3,12,Tue,Udaipur,Pali,Dli,Weekly,1,6,22886,703,29,23,3,17,61,29,5,2022
398,44821,Humsafar Express,11,3,11,Wed,Udaipur,Dli,Mount Abu,Daily,5,28,18058,703,21,26,3,7,61,15,4,2019
399,23243,Rajdhani Express,11,2,12,Sat,Udaipur,Dli,Pali,Daily,5,8,27377,703,20,29,1,8,70,28,4,2021
400,54528,ALL Puri SF Express,15,3,6,Mon,Udaipur,Jpr,UDP,Weekly,4,18,22093,703,21,24,3,9,62,24,7,2022
401,52910,Rajdhani Express,18,2,6,Fri,Udaipur,Dli,UDP,Twice in week,4,15,28589,703,21,24,1,17,60,30,6,2020
402,89764,Vande Bharat Express,16,3,7,Fri,Udaipur,Dli,Mount Abu,Daily,2,8,22769,703,25,29,1,18,68,8,3,2019
403,19549,Shatabdi Express,18,1,12,Wed,Udaipur,Mount Abu,Pali,Twice in week,2,22,18213,703,26,28,1,17,62,16,6,2021
404,74129,Humsafar Express,20,3,8,Sun,Udaipur,Dli,UDP,Daily,1,16,21572,703,21,23,3,22,69,8,6,2022
405,46145,Yoga Express,22,1,14,Mon,Udaipur,Mount Abu,Mount Abu,Weekly,5,21,24561,703,26,26,2,16,60,21,2,2022
406,43719,Shatabdi Express,17,3,9,Fri,Udaipur,BKN,Jpr,Weekly,5,3,25226,703,23,28,1,10,66,11,5,2019
407,25722,Dee Rzt Exp,12,1,12,Tue,Udaipur,UDP,Dli,Daily,3,23,14658,703,22,20,1,18,67,24,5,2020
408,87124,Garbi Rath,11,3,12,Fri,Udaipur,UDP,Pali,Twice in week,4,34,13672,703,22,28,3,19,65,15,5,2022
409,63629,ALL Puri SF Express,20,1,5,Wed,Udaipur,Mount Abu,Mount Abu,Weekly,5,6,21727,703,21,29,2,16,69,5,6,2022
410,81408,Vande Bharat Express,11,3,13,Tue,Udaipur,Mount Abu,UDP,Weekly,4,30,17339,703,21,28,3,12,65,9,7,2019
411,92629,Shatabdi Express,22,2,13,Thu,Udaipur,BKN,UDP,Weekly,1,26,13374,703,26,25,4,14,70,28,8,2021
412,53848,Vande Bharat Express,26,1,12,Tue,Udaipur,Pali,BKN,Weekly,3,34,16061,703,26,27,4,4,62,16,2,2022
413,67414,Humsafar Express,23,2,5,Tue,Udaipur,Jpr,Mount Abu,Twice in week,4,31,25218,703,29,29,3,4,68,25,10,2020
414,50416,Dee Rzt Exp,25,3,9,Sun,Udaipur,Dli,UDP,Weekly,5,20,28626,703,28,24,4,5,71,26,4,2021
415,96670,Yoga Express,19,3,14,Tue,Udaipur,Dli,Dli,Weekly,4,9,27059,703,20,21,1,14,63,24,7,2022
416,69343,Garbi Rath,21,3,12,Wed,Udaipur,Mount Abu,UDP,Twice in week,2,21,12807,703,21,28,3,20,61,20,3,2019
417,46276,Double Decker,28,2,8,Fri,Udaipur,Mount Abu,JDP,Twice in week,1,17,20816,703,29,26,2,6,63,27,6,2019
418,87459,Humsafar Express,14,2,11,Mon,Udaipur,BKN,Mount Abu,Daily,5,5,12441,703,25,25,4,11,66,4,9,2022
419,17956,Shatabdi Express,15,2,6,Sat,Udaipur,Pali,UDP,Daily,4,3,29882,703,21,25,2,23,68,10,10,2021
420,28208,Humsafar Express,13,3,11,Fri,Udaipur,Dli,Mount Abu,Twice in week,1,3,25383,703,23,28,1,5,69,17,7,2022
421,77772,Chetak Express,16,1,7,Sat,Udaipur,JDP,JDP,Weekly,4,14,27926,703,21,23,2,16,66,5,7,2020
422,71066,Garbi Rath,18,1,10,Fri,Udaipur,Dli,UDP,Daily,1,24,16410,703,28,29,2,7,70,14,5,2022
423,78194,Garbi Rath,26,3,12,Thu,Udaipur,JDP,JDP,Twice in week,5,14,27860,703,26,29,3,18,61,1,9,2022
424,34994,Rajdhani Express,19,1,13,Thu,Udaipur,Dli,Mount Abu,Weekly,4,20,27137,703,21,21,4,8,64,14,9,2021
425,53440,Vande Bharat Express,18,1,8,Fri,Udaipur,Mount Abu,Pali,Weekly,2,4,28619,703,22,29,3,21,71,29,5,2019
426,33717,Dee Rzt Exp,25,1,6,Sat,Udaipur,BKN,Mount Abu,Weekly,3,3,14946,703,20,26,4,16,60,10,6,2022
427,52810,Yoga Express,21,1,8,Thu,Udaipur,Pali,Jpr,Weekly,5,20,11228,703,28,24,4,20,63,22,11,2020
428,26865,Humsafar Express,22,1,5,Fri,Udaipur,Jpr,JDP,Weekly,5,4,12928,703,25,21,1,19,65,25,10,2022
429,59757,Chetak Express,11,1,12,Wed,Udaipur,Mount Abu,UDP,Twice in week,4,16,20618,703,20,21,1,13,63,17,1,2019
430,97050,ALL Puri SF Express,20,3,11,Mon,Udaipur,JDP,Pali,Daily,2,24,19620,703,24,23,2,7,64,9,9,2019
431,74282,Double Decker,22,2,9,Mon,Udaipur,Pali,Jpr,Daily,4,24,18663,703,24,22,4,15,61,3,1,2020
432,42129,Chetak Express,15,1,12,Mon,Udaipur,Dli,UDP,Twice in week,5,13,14331,703,27,29,4,4,67,7,8,2019
433,81299,Vande Bharat Express,21,2,7,Tue,Udaipur,BKN,JDP,Daily,5,4,15566,703,23,22,1,7,62,16,5,2020
434,94607,Shatabdi Express,24,1,5,Mon,Udaipur,UDP,Pali,Twice in week,4,26,17889,703,22,25,3,6,64,3,9,2020
435,24592,Dee Rzt Exp,13,3,9,Sat,Udaipur,Mount Abu,Pali,Twice in week,1,10,13897,703,27,24,1,21,64,23,2,2021
436,14538,Humsafar Express,21,3,11,Tue,Udaipur,Mount Abu,Jpr,Twice in week,3,7,26495,703,23,28,3,14,69,18,9,2021
437,40893,Rajdhani Express,25,1,6,Wed,Udaipur,BKN,Jpr,Daily,5,28,22355,703,21,24,2,14,70,9,1,2020
438,88218,Chetak Express,18,3,9,Fri,Udaipur,UDP,JDP,Twice in week,3,20,17694,703,22,29,4,14,64,1,10,2022
439,98586,Vande Bharat Express,12,1,9,Wed,Udaipur,JDP,Pali,Weekly,5,9,25481,703,20,25,2,12,66,28,8,2022
440,96737,Chetak Express,27,3,10,Thu,Udaipur,UDP,JDP,Twice in week,2,24,11526,703,28,28,3,21,60,1,10,2022
441,12178,Vande Bharat Express,26,3,6,Thu,Udaipur,BKN,Dli,Daily,5,26,28959,703,29,28,3,20,67,16,2,2019
442,24686,Rajdhani Express,21,3,10,Sat,Udaipur,Jpr,Mount Abu,Daily,5,33,28752,703,25,22,1,10,70,3,11,2022
443,28759,Chetak Express,23,3,8,Thu,Udaipur,UDP,BKN,Twice in week,3,9,19976,703,20,27,2,18,65,18,1,2022
444,65995,Chetak Express,11,1,12,Sat,Udaipur,UDP,JDP,Weekly,5,8,22424,703,29,26,4,9,67,29,11,2019
445,75094,Double Decker,27,2,12,Wed,Udaipur,BKN,Jpr,Daily,2,31,20359,703,25,20,4,7,68,26,6,2021
446,93281,Dee Rzt Exp,28,2,8,Wed,Udaipur,JDP,Pali,Daily,2,13,12619,703,25,24,1,15,62,11,10,2022
447,96236,Humsafar Express,14,2,8,Wed,Udaipur,Dli,Jpr,Twice in week,5,33,28717,703,21,20,4,12,67,29,9,2019
448,91448,Dee Rzt Exp,26,3,13,Wed,Udaipur,UDP,Jpr,Weekly,5,21,15351,703,29,22,1,15,69,8,8,2020
449,22424,Rajdhani Express,14,3,9,Thu,Udaipur,Jpr,UDP,Daily,3,33,21705,703,26,20,3,5,64,28,6,2021
450,10549,ALL Puri SF Express,16,1,10,Wed,Udaipur,BKN,Dli,Weekly,1,7,20864,703,26,20,4,11,63,25,3,2021
451,74470,Chetak Express,23,3,9,Thu,Udaipur,Jpr,JDP,Daily,3,32,12869,703,22,23,1,21,62,10,1,2021
452,76774,Dee Rzt Exp,12,3,14,Mon,Udaipur,BKN,Dli,Twice in week,3,14,21865,703,23,21,3,20,66,5,3,2020
453,15175,Humsafar Express,17,2,13,Wed,Udaipur,Dli,Jpr,Twice in week,5,20,12968,703,20,25,4,16,67,14,7,2021
454,53534,Dee Rzt Exp,11,1,12,Fri,Udaipur,Jpr,Mount Abu,Weekly,5,21,20470,703,21,28,3,17,71,20,4,2019
455,59617,Dee Rzt Exp,26,2,14,Mon,Udaipur,Mount Abu,Dli,Daily,4,31,23152,703,21,22,1,12,65,21,7,2022
456,46686,Chetak Express,15,3,5,Mon,Udaipur,Jpr,Jpr,Daily,5,22,20969,703,23,26,3,7,69,21,7,2019
457,91202,ALL Puri SF Express,12,1,8,Tue,Udaipur,Pali,Mount Abu,Weekly,5,22,27185,703,24,26,1,12,68,26,8,2020
458,61849,Dee Rzt Exp,23,3,10,Fri,Udaipur,Mount Abu,Dli,Daily,4,9,20207,703,25,20,4,6,60,8,3,2020
459,12055,Garbi Rath,10,2,7,Mon,Udaipur,Pali,Dli,Daily,4,9,13149,703,27,26,1,5,69,15,5,2022
460,11362,Rajdhani Express,17,3,7,Mon,Udaipur,Pali,JDP,Weekly,2,23,29228,703,23,24,1,16,62,15,2,2022
461,60814,Vande Bharat Express,23,1,12,Tue,Udaipur,Jpr,Dli,Weekly,3,3,20993,703,29,25,2,17,64,14,10,2021
462,17899,Shatabdi Express,18,2,14,Sat,Udaipur,UDP,BKN,Daily,1,31,24274,703,29,25,1,12,66,5,4,2019
463,33071,Shatabdi Express,16,1,8,Sun,Udaipur,Mount Abu,UDP,Weekly,4,31,21586,703,21,22,2,12,65,23,10,2019
464,54231,Vande Bharat Express,19,3,8,Wed,Udaipur,UDP,JDP,Daily,1,12,15306,703,27,26,2,10,67,9,9,2019
465,15486,ALL Puri SF Express,17,2,13,Wed,Udaipur,BKN,BKN,Daily,4,32,13675,703,24,29,1,6,64,19,1,2021
466,20601,Shatabdi Express,27,2,10,Fri,Udaipur,Dli,UDP,Daily,2,7,28722,703,26,21,2,13,62,13,8,2021
467,90727,Humsafar Express,13,1,10,Thu,Udaipur,BKN,Pali,Daily,1,15,21770,703,25,28,4,20,65,27,6,2021
468,80838,Chetak Express,28,2,14,Sat,Udaipur,Jpr,Dli,Twice in week,2,27,22147,703,23,28,2,7,67,1,11,2019
469,23913,Chetak Express,20,1,11,Thu,Udaipur,BKN,Pali,Weekly,2,12,23174,703,21,20,3,10,68,29,8,2020
470,89249,Garbi Rath,22,1,6,Mon,Udaipur,JDP,JDP,Weekly,1,31,14333,703,20,25,2,11,65,9,6,2022
471,38696,Humsafar Express,29,3,5,Mon,Udaipur,Jpr,JDP,Twice in week,5,7,17335,703,23,22,1,9,71,26,7,2019
472,86610,Rajdhani Express,19,1,13,Fri,Udaipur,Dli,BKN,Daily,2,25,16186,703,26,20,2,21,66,2,7,2021
473,76838,Garbi Rath,28,3,6,Tue,Udaipur,Dli,Jpr,Twice in week,5,28,19671,703,23,26,2,15,62,28,9,2019
474,81272,ALL Puri SF Express,13,2,9,Fri,Udaipur,Dli,Jpr,Daily,2,30,13619,703,20,25,1,4,69,14,5,2020
475,46016,ALL Puri SF Express,27,2,13,Sun,Udaipur,Mount Abu,Mount Abu,Weekly,2,13,27486,703,29,22,1,14,68,10,4,2020
476,41766,Chetak Express,27,3,12,Wed,Udaipur,Jpr,Jpr,Weekly,3,14,10874,703,20,25,1,10,67,9,9,2021
477,80589,Humsafar Express,26,2,5,Thu,Udaipur,Mount Abu,Jpr,Twice in week,1,11,14775,703,20,22,4,17,70,2,7,2022
478,23444,Yoga Express,17,3,6,Tue,Udaipur,UDP,BKN,Twice in week,4,12,10591,703,24,24,2,19,62,4,3,2021
479,22319,Double Decker,23,1,11,Mon,Udaipur,Dli,Dli,Daily,5,34,20543,703,29,24,2,16,61,20,11,2022
480,52530,Shatabdi Express,25,2,10,Tue,Udaipur,Dli,UDP,Twice in week,1,11,27631,703,22,23,4,8,67,28,7,2020
481,28054,Vande Bharat Express,18,3,8,Mon,Udaipur,BKN,BKN,Weekly,1,24,21568,703,25,23,1,13,61,13,9,2022
482,51232,Double Decker,19,1,7,Wed,Udaipur,UDP,Mount Abu,Daily,4,32,10467,703,27,25,2,10,60,12,1,2020
483,19170,ALL Puri SF Express,28,1,9,Thu,Udaipur,Jpr,Mount Abu,Twice in week,5,19,17072,703,22,28,1,14,67,29,5,2020
484,57250,Vande Bharat Express,22,2,5,Sun,Udaipur,JDP,Pali,Weekly,4,22,26627,703,28,22,3,11,63,15,1,2021
485,49909,Garbi Rath,17,3,11,Thu,Udaipur,Dli,JDP,Weekly,2,3,24199,703,28,25,1,22,65,29,7,2021
486,94256,ALL Puri SF Express,19,1,12,Fri,Udaipur,Dli,Jpr,Twice in week,2,19,25502,703,23,28,4,8,71,8,2,2021
487,49700,Chetak Express,16,2,8,Sun,Udaipur,Mount Abu,Dli,Twice in week,1,24,17570,703,26,29,1,6,70,16,11,2020
488,93978,Rajdhani Express,28,2,14,Sun,Udaipur,UDP,Dli,Daily,1,31,22395,703,29,28,3,23,70,1,7,2020
489,74663,Vande Bharat Express,11,3,14,Mon,Udaipur,Pali,UDP,Daily,4,28,26514,703,24,20,3,19,63,24,11,2019
490,39551,Dee Rzt Exp,13,3,6,Sat,Udaipur,BKN,BKN,Weekly,5,17,13857,703,26,20,4,6,62,20,1,2022
491,81155,Vande Bharat Express,19,2,8,Wed,Udaipur,BKN,Dli,Daily,4,3,15385,703,26,28,3,8,60,29,10,2019
492,83561,Garbi Rath,25,1,14,Wed,Udaipur,BKN,Jpr,Weekly,5,25,12885,703,23,23,3,20,65,18,6,2020
493,14681,Vande Bharat Express,12,2,10,Sun,Udaipur,Pali,Pali,Daily,5,25,14729,703,26,23,2,5,69,12,8,2019
494,85829,ALL Puri SF Express,26,3,10,Sun,Udaipur,Mount Abu,Jpr,Daily,1,31,14282,703,22,21,2,12,65,9,8,2022
495,62174,Vande Bharat Express,10,3,14,Sat,Udaipur,Pali,JDP,Twice in week,5,7,18724,703,25,20,3,22,63,5,6,2022
496,87928,Double Decker,24,2,9,Thu,Udaipur,Jpr,BKN,Daily,1,12,18560,703,25,25,2,22,71,12,6,2019
497,61648,Garbi Rath,13,1,10,Sun,Udaipur,JDP,Pali,Twice in week,2,11,14005,703,24,29,4,22,63,10,3,2022
498,29964,Dee Rzt Exp,10,2,8,Mon,Udaipur,BKN,JDP,Daily,5,22,17075,703,28,22,2,20,68,16,7,2021
499,61372,Double Decker,10,1,8,Fri,Udaipur,BKN,BKN,Weekly,5,13,26034,703,20,25,1,20,68,5,9,2022
500,32304,Yoga Express,19,2,13,Fri,Udaipur,BKN,Mount Abu,Weekly,5,13,15879,703,28,24,4,16,67,20,5,2022
501,83174,Yoga Express,17,3,8,Tue,Udaipur,Pali,JDP,Daily,2,21,26843,703,20,23,2,11,62,11,4,2021
502,18889,Chetak Express,29,3,9,Wed,Udaipur,Pali,UDP,Twice in week,1,21,11870,703,25,27,2,22,65,1,1,2020
503,28287,Vande Bharat Express,18,3,14,Sat,Udaipur,Pali,JDP,Weekly,4,24,21125,703,20,27,2,18,65,3,4,2020
504,16221,Vande Bharat Express,14,1,12,Tue,Udaipur,UDP,BKN,Weekly,4,28,14959,703,21,29,1,7,71,14,7,2021
505,24984,Dee Rzt Exp,21,2,6,Thu,Udaipur,BKN,JDP,Daily,4,29,14390,703,21,27,2,12,61,25,9,2022
506,61110,Chetak Express,23,3,6,Sun,Udaipur,BKN,Pali,Weekly,3,10,20340,703,22,22,3,4,69,26,6,2020
507,40462,ALL Puri SF Express,15,2,7,Fri,Udaipur,Mount Abu,UDP,Weekly,3,18,16454,703,28,23,3,13,67,12,2,2019
508,45292,Shatabdi Express,24,2,6,Mon,Udaipur,BKN,Mount Abu,Twice in week,1,21,21977,703,20,29,4,18,65,30,10,2019
509,25919,Yoga Express,24,1,13,Sun,Udaipur,BKN,Mount Abu,Weekly,4,34,13314,703,26,28,2,19,70,25,8,2022
510,71600,Shatabdi Express,29,3,11,Tue,Udaipur,JDP,Dli,Daily,4,21,25045,703,24,25,4,6,65,26,9,2021
511,71642,ALL Puri SF Express,19,1,9,Sun,Udaipur,Pali,UDP,Twice in week,1,8,20829,703,26,20,1,20,69,22,8,2019
512,75111,Chetak Express,15,3,9,Sat,Udaipur,JDP,UDP,Twice in week,1,4,14642,703,20,20,2,6,67,8,3,2021
513,58731,Garbi Rath,27,2,8,Tue,Udaipur,Dli,JDP,Weekly,4,28,28154,703,24,24,3,20,67,16,9,2022
514,26928,Double Decker,16,3,13,Wed,Udaipur,BKN,Dli,Weekly,3,22,29523,703,22,22,3,23,70,23,6,2021
515,23852,Dee Rzt Exp,13,2,13,Wed,Udaipur,Jpr,UDP,Weekly,4,34,20552,703,23,23,2,7,64,23,8,2021
516,65984,Dee Rzt Exp,19,3,6,Sun,Udaipur,UDP,Dli,Twice in week,2,15,29053,703,27,27,2,10,64,10,4,2021
517,93218,ALL Puri SF Express,15,3,12,Thu,Udaipur,Mount Abu,Dli,Daily,2,25,12914,703,23,21,2,20,62,30,3,2021
518,80185,Dee Rzt Exp,15,1,6,Thu,Udaipur,Dli,Dli,Weekly,3,18,24912,703,23,28,1,21,65,8,1,2020
519,25095,Humsafar Express,12,3,9,Mon,Udaipur,UDP,Mount Abu,Twice in week,2,25,25976,703,22,23,1,11,69,18,3,2022
520,20075,Rajdhani Express,21,1,8,Mon,Udaipur,Dli,Pali,Twice in week,5,27,15921,703,23,26,4,11,61,29,2,2019
521,91951,Humsafar Express,22,3,13,Wed,Udaipur,Jpr,Jpr,Daily,1,31,17386,703,27,23,1,23,67,1,5,2022
522,76357,Rajdhani Express,12,2,11,Fri,Udaipur,Dli,Jpr,Weekly,4,21,28783,703,22,20,1,21,62,21,1,2020
523,10709,Rajdhani Express,21,1,9,Mon,Udaipur,JDP,UDP,Daily,5,26,16082,703,29,23,2,5,67,20,10,2019
524,48861,ALL Puri SF Express,13,2,14,Fri,Udaipur,Pali,BKN,Weekly,4,34,15694,703,24,25,2,4,64,15,7,2021
525,68898,Shatabdi Express,20,2,13,Mon,Udaipur,Jpr,Mount Abu,Twice in week,3,18,22882,703,27,25,2,23,60,16,7,2020
526,61562,Shatabdi Express,29,1,10,Mon,Udaipur,UDP,Jpr,Weekly,1,33,10727,703,26,25,2,9,68,19,6,2022
527,57023,Garbi Rath,27,2,14,Mon,Udaipur,JDP,BKN,Daily,1,7,17152,703,22,26,4,12,64,5,5,2019
528,48592,Rajdhani Express,26,2,6,Wed,Udaipur,Mount Abu,BKN,Weekly,1,14,27001,703,21,29,1,18,61,22,7,2021
529,70312,Chetak Express,15,1,5,Wed,Udaipur,Pali,UDP,Twice in week,4,18,21039,703,26,21,3,20,65,15,6,2019
530,94177,Shatabdi Express,16,3,9,Mon,Udaipur,Mount Abu,Mount Abu,Daily,2,34,23618,703,26,21,2,19,64,13,11,2021
531,92269,Dee Rzt Exp,12,1,7,Sat,Udaipur,JDP,BKN,Weekly,3,21,12837,703,27,24,1,23,63,5,3,2019
532,49219,Humsafar Express,24,3,9,Thu,Udaipur,Dli,Jpr,Daily,5,33,17932,703,27,21,4,7,65,28,6,2021
533,76766,Chetak Express,19,2,14,Wed,Udaipur,Jpr,Pali,Weekly,3,25,18507,703,22,26,4,15,69,26,11,2022
534,50602,Yoga Express,26,3,14,Sat,Udaipur,JDP,BKN,Daily,4,14,24128,703,25,21,2,12,71,9,3,2020
535,92615,Garbi Rath,27,2,14,Mon,Udaipur,BKN,Dli,Twice in week,5,33,12924,703,25,29,3,11,65,3,1,2019
536,75638,Dee Rzt Exp,28,2,12,Sat,Udaipur,BKN,Pali,Twice in week,4,3,21069,703,26,20,3,12,70,26,4,2019
537,53003,Rajdhani Express,14,2,9,Sat,Udaipur,BKN,Mount Abu,Daily,4,13,17888,703,29,21,4,20,70,27,2,2021
538,81550,Vande Bharat Express,13,1,8,Thu,Udaipur,Dli,Jpr,Weekly,5,28,12800,703,20,22,2,4,71,8,11,2022
539,83002,Humsafar Express,20,2,11,Mon,Udaipur,UDP,BKN,Twice in week,1,15,13059,703,21,21,4,17,63,1,11,2019
540,26786,Garbi Rath,29,2,8,Sun,Udaipur,UDP,Dli,Daily,4,20,25003,703,25,25,2,20,70,1,8,2021
541,49146,ALL Puri SF Express,11,2,7,Sun,Udaipur,UDP,UDP,Twice in week,2,26,17723,703,29,24,2,5,69,17,5,2020
542,97643,Yoga Express,28,1,10,Sat,Udaipur,Pali,Jpr,Daily,2,25,22122,703,26,20,4,10,68,7,2,2022
543,56066,Vande Bharat Express,13,3,14,Mon,Udaipur,Dli,Pali,Daily,3,29,27347,703,23,23,1,9,63,1,1,2020
544,24302,Garbi Rath,22,2,7,Sat,Udaipur,Pali,BKN,Daily,5,30,12006,703,23,24,4,4,70,25,3,2021
545,66150,Vande Bharat Express,27,3,6,Thu,Udaipur,Jpr,Pali,Weekly,1,24,28134,703,24,23,1,7,62,7,10,2022
546,33037,Dee Rzt Exp,18,3,10,Thu,Udaipur,Dli,Jpr,Weekly,5,19,16709,703,25,24,1,12,61,30,9,2021
547,72715,Humsafar Express,25,1,7,Sat,Udaipur,BKN,JDP,Daily,4,14,13461,703,28,20,4,13,64,10,8,2021
548,54215,Garbi Rath,23,3,14,Sat,Udaipur,Mount Abu,UDP,Twice in week,4,20,18736,703,21,27,4,22,71,1,7,2022
549,72570,Garbi Rath,19,3,6,Sat,Udaipur,Jpr,BKN,Daily,3,17,20393,703,23,25,4,13,71,26,11,2019
550,43791,Dee Rzt Exp,12,3,5,Tue,Udaipur,BKN,UDP,Weekly,2,9,29197,703,25,28,1,12,70,20,11,2021
551,93296,Shatabdi Express,24,1,12,Fri,Udaipur,Jpr,Jpr,Daily,2,31,15091,703,29,21,3,13,60,9,3,2022
552,41725,Yoga Express,15,3,8,Wed,Udaipur,Mount Abu,UDP,Weekly,3,18,21065,703,27,20,2,4,69,1,5,2021
553,66334,ALL Puri SF Express,20,2,6,Sat,Udaipur,JDP,Dli,Daily,1,30,23615,703,20,29,2,6,66,26,7,2021
554,14595,Rajdhani Express,15,2,11,Thu,Udaipur,Dli,BKN,Weekly,4,31,24310,703,24,28,3,8,71,23,7,2019
555,77317,Vande Bharat Express,26,3,10,Wed,Udaipur,BKN,Dli,Twice in week,3,22,26191,703,24,29,4,20,65,5,8,2021
556,92117,Garbi Rath,26,1,10,Fri,Udaipur,Jpr,Dli,Daily,5,4,15344,703,27,20,1,6,63,6,5,2020
557,50006,Dee Rzt Exp,10,1,12,Thu,Udaipur,Jpr,BKN,Twice in week,4,32,24161,703,22,25,4,14,65,22,10,2021
558,25805,Vande Bharat Express,29,2,5,Sun,Udaipur,Mount Abu,Mount Abu,Twice in week,1,30,25085,703,20,29,1,22,69,4,1,2022
559,53294,Dee Rzt Exp,27,3,9,Sat,Udaipur,UDP,Mount Abu,Daily,3,12,26692,703,26,26,1,11,67,30,5,2022
560,97725,Shatabdi Express,26,2,5,Sat,Udaipur,JDP,Jpr,Daily,1,27,20467,703,29,28,4,11,71,26,9,2022
561,92796,Yoga Express,16,2,13,Tue,Udaipur,Dli,JDP,Weekly,5,23,11424,703,26,29,1,19,68,27,6,2019
562,87142,Vande Bharat Express,27,3,9,Thu,Udaipur,Dli,UDP,Daily,4,14,21478,703,28,28,1,17,68,17,11,2021
563,53813,Rajdhani Express,22,2,8,Tue,Udaipur,UDP,Mount Abu,Daily,5,12,14512,703,22,27,2,19,62,16,5,2021
564,13307,Vande Bharat Express,23,1,13,Tue,Udaipur,Jpr,UDP,Twice in week,2,5,14024,703,27,28,3,5,65,15,3,2020
565,43628,Dee Rzt Exp,16,3,5,Wed,Udaipur,UDP,Mount Abu,Weekly,2,14,19571,703,28,27,4,22,71,19,9,2019
566,65003,Dee Rzt Exp,27,2,13,Sun,Udaipur,Jpr,UDP,Daily,5,34,11567,703,27,29,2,18,60,9,8,2020
567,20257,Yoga Express,27,2,7,Mon,Udaipur,Jpr,Pali,Daily,5,26,11992,703,27,26,1,5,64,7,4,2020
568,19470,Yoga Express,17,3,5,Tue,Udaipur,BKN,Jpr,Weekly,1,4,13074,703,20,24,2,10,66,5,6,2021
569,62609,Humsafar Express,16,3,7,Thu,Udaipur,Mount Abu,Mount Abu,Daily,5,26,15083,703,28,21,4,15,66,1,4,2020
570,28960,Rajdhani Express,19,1,6,Fri,Udaipur,Dli,BKN,Twice in week,4,16,23366,703,23,20,4,6,71,20,5,2019
571,88546,Garbi Rath,20,1,5,Sun,Udaipur,Mount Abu,UDP,Weekly,3,22,27551,703,25,24,1,22,60,3,6,2021
572,11708,ALL Puri SF Express,21,2,8,Tue,Udaipur,Jpr,Dli,Twice in week,3,14,24522,703,29,20,1,21,67,8,6,2022
573,18075,Double Decker,18,3,13,Tue,Udaipur,Jpr,JDP,Weekly,5,21,13693,703,23,22,3,6,71,25,2,2021
574,33462,Double Decker,12,2,6,Fri,Udaipur,BKN,Jpr,Daily,5,14,10852,703,24,25,1,19,65,17,6,2021
575,47179,Chetak Express,11,1,12,Thu,Udaipur,Mount Abu,JDP,Twice in week,2,6,28252,703,28,20,2,12,60,24,3,2021
576,81707,Chetak Express,26,3,12,Wed,Udaipur,Jpr,JDP,Weekly,3,14,10191,703,21,21,4,7,68,17,5,2019
577,47093,Double Decker,13,1,14,Mon,Udaipur,Jpr,Dli,Daily,4,27,11945,703,21,26,3,14,62,5,4,2020
578,53829,Garbi Rath,21,3,13,Thu,Udaipur,JDP,Dli,Twice in week,3,5,24734,703,26,28,4,18,61,26,11,2019
579,99336,Shatabdi Express,12,1,8,Thu,Udaipur,UDP,Dli,Twice in week,3,3,19662,703,25,29,1,6,63,19,11,2021
580,26881,Garbi Rath,26,2,5,Mon,Udaipur,Jpr,Dli,Weekly,5,18,17190,703,23,20,4,13,71,16,5,2019
581,86265,Double Decker,26,2,7,Thu,Udaipur,Jpr,Pali,Weekly,1,33,29941,703,27,27,4,15,71,17,11,2021
582,46881,Double Decker,17,1,12,Sun,Udaipur,JDP,BKN,Weekly,4,9,12331,703,26,28,3,6,62,5,9,2020
583,77463,Dee Rzt Exp,28,2,12,Tue,Udaipur,JDP,JDP,Twice in week,4,6,26111,703,21,27,2,5,61,6,2,2021
584,56197,Yoga Express,18,2,14,Sat,Udaipur,Mount Abu,BKN,Twice in week,3,9,29896,703,26,21,1,12,68,1,7,2020
585,61229,Garbi Rath,17,3,13,Tue,Udaipur,BKN,BKN,Weekly,2,25,19816,703,26,29,4,12,63,11,6,2022
586,44405,Humsafar Express,29,3,8,Sat,Udaipur,JDP,Jpr,Twice in week,4,11,11959,703,26,25,3,15,67,23,1,2020
587,65747,ALL Puri SF Express,11,2,5,Thu,Udaipur,Jpr,Pali,Twice in week,4,7,22365,703,26,22,2,6,68,16,4,2021
588,21302,Humsafar Express,15,3,14,Sun,Udaipur,UDP,BKN,Twice in week,2,21,24613,703,21,22,4,9,61,8,2,2022
589,18883,Yoga Express,14,3,9,Fri,Udaipur,UDP,Mount Abu,Daily,2,4,24379,703,21,29,4,6,66,14,4,2021
590,77504,Garbi Rath,20,3,5,Wed,Udaipur,UDP,BKN,Daily,3,7,12407,703,27,24,3,19,69,27,7,2022
591,46540,Shatabdi Express,27,2,5,Sun,Udaipur,JDP,Mount Abu,Daily,1,7,17065,703,28,28,2,20,70,3,9,2019
